Title,Star Rating,Main Content,Review Date
Good information,Rated 5 out of 5 stars,"Good information, not a good product video since it doesn't show the video handle options",2024-03-22T01:20:55.000Z
quick and easy,Rated 5 out of 5 stars,,2024-03-22T01:06:56.000Z
"Happy customer, as usual",Rated 5 out of 5 stars,"Easy to find what I needed at a good price. Checkout, if you have an account, takes about two clicks.In short, I had the same experience I've had with B&H Photo for more than 12 years. I'm a happy customer.",2024-03-22T01:03:22.000Z
Easy transaction,Rated 5 out of 5 stars,The transaction was easy.  Everything went smoothly,2024-03-22T00:35:01.000Z
Fast finding the desired product and…,Rated 5 out of 5 stars,Fast finding the desired product and fast billing process.,2024-03-21T23:49:57.000Z
Easy to find what I needed,Rated 5 out of 5 stars,"Easy to find what I needed, easy to check out.",2024-03-21T23:45:23.000Z
Always great shopping at B&H,Rated 5 out of 5 stars,,2024-03-21T23:33:59.000Z
Great Products and Service,Rated 5 out of 5 stars,Outstanding Service and Technical advice.  Great product selection and pricing.  I have ordered electronics from B&H over the years and each product performed as advertised and was extremely reliable and long lasting.  I will continue to make my electronic purchases from B&H.  Highly Recommended.,2024-03-21T23:31:12.000Z
Thank you B&H Specialist - First Time Eclipse Photography Mistakes Avoided,Rated 5 out of 5 stars,"I was looking at lens filter to photograph the eclipse; I was unsure with some of the nomenclature, so, I used the chat feature on your website to text with a product specialist. I had questions about products needed to safely photograph the clips (my first time doing this). The specialist quickly responded to my all question, and recommended  what I would need, and sent me a how to link for photographing the eclipse. I told the specialist the lens I would be using and he quickly recognized it was not the lens I should be using. I told him what other lens I had, he said it would work, but still not the best lens for the job. Had I not talked a the specialist I would have been using the wrong lens, and wrong filter for what I wanted to do",2024-03-21T23:31:07.000Z
Everything Top Notch,Rated 5 out of 5 stars,"Easy to navigate website, clear photos of item, shows whether item is or is not in stock, easy check out and if BH does not have it, you probably don't need it.",2024-03-21T23:27:03.000Z
Shipping to Japan is fast.,Rated 5 out of 5 stars,The shipping to Japan was fast.,2024-03-21T23:07:19.000Z
clear and efficient,Rated 5 out of 5 stars,,2024-03-21T22:58:01.000Z
Easy to find item and easy to purchase.,Rated 5 out of 5 stars,Easy to find item and easy to purchase.,2024-03-21T22:30:01.000Z
Organize and detailed,Rated 5 out of 5 stars,easy to make a purchase and all information and details   of the items are well provided. Better subscribe to their daily sale.,2024-03-21T22:16:59.000Z
GREAT!,Rated 5 out of 5 stars,"Simple... I love B&H for their audio and photography expertise. Their customer service is unparalleled.This is an online and brick-and-mortar store you can depend on. No funny business here...I'm happy to help support this superb establishment.B&H is the only place I'd buy a camera or related gear.B&H runs an incredible data-driven site.There's nothing like it, yet you can call and do business the old-fashioned way.If you consider ordering these same items atthe online store named after the river in South America, think again. B&H will never sell counterfeit items; your order will be packed properly in a padded carton.You can't touch these guys! This is a serious business with no funny business.Your warranties will be valid too.Don't fool around, buy at B&H!",2024-03-21T22:14:09.000Z
Went through smoothly,Rated 5 out of 5 stars,Went through smoothly. Pretty much self explanitory.,2024-03-21T21:57:57.000Z
Excellent Service and Quality,Rated 5 out of 5 stars,Everything I've ordered from B&H has been top notch!,2024-03-21T21:41:54.000Z
stupid,Rated 1 out of 5 stars,why did you put a stop on my account,2024-03-21T21:34:08.000Z
Quick and easy,Rated 5 out of 5 stars,Quick and easy,2024-03-21T21:22:09.000Z
Easy to find the items I need and check…,Rated 5 out of 5 stars,Easy to find the items I need and check out with free shipping.,2024-03-21T21:15:14.000Z
easy and good prices,Rated 5 out of 5 stars,,2024-03-21T20:37:02.000Z
Great selection and rates,Rated 5 out of 5 stars,,2024-03-21T20:33:33.000Z
Quick & Easy,Rated 5 out of 5 stars,,2024-03-21T20:20:05.000Z
B&H is the best !,Rated 5 out of 5 stars,,2024-03-21T20:07:14.000Z
Great pricing,Rated 5 out of 5 stars,"Great pricing, availability, and convenience.",2024-03-21T20:02:08.000Z
easy shopping,Rated 5 out of 5 stars,"easy shopping, great deals and fast delivery.",2024-03-21T19:52:35.000Z
Easy to order,Rated 5 out of 5 stars,Easy to order - always have EVERYTHING,2024-03-21T19:50:57.000Z
Great customer assistance,Rated 5 out of 5 stars,Got the information I needed from the Chat Associate very efficiently.,2024-03-21T19:20:00.000Z
Fast and easy,Rated 5 out of 5 stars,"Fast and easy and of course, good prices.",2024-03-21T18:59:18.000Z
Great site,Rated 5 out of 5 stars,Great site. Easy to find items and checkout is a breeze. Using the PayBoo card makes it even more attractive when I don't have to pay taxes in NJ.,2024-03-21T18:37:16.000Z
B&H has always had great service.,Rated 5 out of 5 stars,,2024-03-21T18:31:53.000Z
It was quick and easy  B and H Photo is…,Rated 5 out of 5 stars,It was quick and easy  B and H Photo is the best photography equipment store online.,2024-03-21T18:20:40.000Z
website is very helpful in finding the…,Rated 5 out of 5 stars,website is very helpful in finding the right product for my needs.,2024-03-21T18:05:56.000Z
quick and conveniet,Rated 5 out of 5 stars,quick and convenient,2024-03-21T18:01:18.000Z
An online store that I trust and use…,Rated 5 out of 5 stars,"An online store that I trust and use ALL the time. Here, I can find anything and everything that I need...B&H is trustworthy and they have very fast delivery...",2024-03-21T17:59:42.000Z
Clicked my email and there it was,Rated 5 out of 5 stars,Clicked my email and there it was. A suggestion for gear. You always seem to know what I'm looking for.,2024-03-21T17:53:45.000Z
Easy to use and very responsive.,Rated 5 out of 5 stars,,2024-03-21T17:47:33.000Z
Great Service!!,Rated 5 out of 5 stars,Steven did the research and help me find the exact piece I need for my Teleprompter,2024-03-21T17:41:16.000Z
The fact that B&H has most things in…,Rated 5 out of 5 stars,The fact that B&H has most things in stock and can easily pay using either paypal or Apple pay.,2024-03-21T17:18:27.000Z
Phone check out error.,Rated 3 out of 5 stars,I tried three times to place my order using my the website on my phone and it gave me an error when completing the order. I had to use my computer at work to complete the transaction. I have never had issues in the past.,2024-03-21T17:17:24.000Z
ease of use and simplicity,Rated 5 out of 5 stars,,2024-03-21T17:12:48.000Z
Great chat assistance +,Rated 5 out of 5 stars,Great chat assistance. Quick and EASY purchase.,2024-03-21T16:54:07.000Z
I always come backo B&H after checking…,Rated 5 out of 5 stars,"I always come backo B&H after checking online alternatives-B&H consistently professional, well stocked and fast.",2024-03-21T16:51:05.000Z
quick placement of order,Rated 5 out of 5 stars,,2024-03-21T16:27:02.000Z
I always get thorough and professional…,Rated 5 out of 5 stars,I always get thorough and professional advice when I consult your reps.  Suggestions and information that I know is reliable.  I would never shop for equipment anywhere else,2024-03-21T16:02:05.000Z
website is quick and easy to navigate.,Rated 5 out of 5 stars,,2024-03-21T15:58:55.000Z
Works as Expected,Rated 5 out of 5 stars,THe system works as expected,2024-03-21T15:42:04.000Z
I like a shop that knows its business and tries to get the best equipment for the most reasonable deals to serious photographers.,Rated 5 out of 5 stars,"Easy check out, easy search, as well.",2024-03-21T15:29:58.000Z
I called your expert he was very helpful,Rated 5 out of 5 stars,I called your expert he was very helpful,2024-03-21T15:23:16.000Z
Best online price,Rated 5 out of 5 stars,"Best online price, site was easy to navigate and checkout was simple.",2024-03-21T12:15:50.000Z
Up to dated technology appliances that…,Rated 5 out of 5 stars,Up to dated technology appliances that are useful for personal and business use.,2024-03-21T11:13:21.000Z
awesome,Rated 5 out of 5 stars,very good prices and easy,2024-03-21T09:19:59.000Z
"Excellent product description, easy check out",Rated 5 out of 5 stars,Excellent product description and photos. Sufficient number of reviews to help make a purchase decision. Easy check out.,2024-03-21T08:54:29.000Z
Repeat customer,Rated 5 out of 5 stars,"Repeat customer. I've used B&H several times through the years with no complaints. That's high praise from a perfectionist. My top three photography suppliers, in pretty much this order; - B&H (amazing new & used selection, top notch service) - MPB (used gear only, great phone service - though they purposely make the number hard to find), and - Woodward Camera / my friendly local camera store in metro Detroit (limited selection, excellent service. And they make prints!) My largest purchase from B&H was a used $1200 camera listed in 'like new' condition. It arrived exactly as described. I called first to confirm the listed details (shutter count, body condition) with customer service and the gentleman in the used department who answered was patient and accommodating. Have been using the camera for a couple months now no issues. A photographer friend bought his whole Canon camera system from B&H, also no complaints. Highly recommend. PS - Please support your friendly neighborhood camera store whenever possible. It's an uphill battle for them to compete against the B&H and MPBs of the retail world. From troubleshooting gear, sharing knowledgable tech advice, showrooms for tactile buyers, rentals, and more, local camera shops fill an important role the big online retailers never will. Support local business!",2024-03-21T07:50:45.000Z
B&H always has everything,Rated 5 out of 5 stars,"B&H always has everything I need for my business in stock and ready to ship! The prices are a lot better than other major online retailers like Amazon, and even keep up with the smaller camera stores local to my area.",2024-03-21T07:26:27.000Z
Website easy to navigate.,Rated 5 out of 5 stars,Website easy to navigate.Quick and free shipping.Great place to shop for your photographic needs.,2024-03-21T06:48:41.000Z
Had the lens I need for the eclipse in stock! Yay!,Rated 5 out of 5 stars,,2024-03-21T06:17:50.000Z
Always easy to find what I need.,Rated 5 out of 5 stars,,2024-03-21T06:14:56.000Z
It was very easy to look through the inventory.,Rated 5 out of 5 stars,It was very easy to look through the inventory and simple to order the desired item.  Free shipping helps too.,2024-03-21T06:12:17.000Z
What more can you ask?,Rated 5 out of 5 stars,"As a regular customer, I know the selection is great, web ordering is easy and secure.  What more could you ask?  Well then there are the YouTube videos that are fascinating, and I love the commercials.",2024-03-21T05:52:43.000Z
Easy searching,Rated 4 out of 5 stars,"Easy searching. Easy process. Only ""complaint"" is that a week back, shipping was different from today's charge. Oh, well.",2024-03-21T05:29:42.000Z
Fast processing,Rated 5 out of 5 stars,,2024-03-21T05:22:28.000Z
Website is very well designed,Rated 5 out of 5 stars,"Website is very well designed, products are easy to find, checkout is quick and easy.",2024-03-21T05:06:24.000Z
I have always liked shopping at BH,Rated 5 out of 5 stars,"I have always liked shopping at BH, easy, convenient and fast shipping.",2024-03-21T04:38:45.000Z
What's not to like?,Rated 5 out of 5 stars,The website is easy to navigate and orders are shipped promptly. What's not to like?,2024-03-21T02:05:19.000Z
As a returning customer I'm just a few…,Rated 5 out of 5 stars,As a returning customer I'm just a few clicks away from completing my purchase.,2024-03-21T01:51:57.000Z
trusted ease of use!,Rated 5 out of 5 stars,,2024-03-21T01:45:53.000Z
Best customer service anywhere,Rated 5 out of 5 stars,"Best customer service anywhere!  B&H always has real people available to answer product questions, and after you receive it, they will help you, on the phone or over video figure out how to use the stuff!!!!",2024-03-21T01:34:19.000Z
I found exactly what I needed,Rated 5 out of 5 stars,,2024-03-21T01:24:39.000Z
Fast and easy,Rated 5 out of 5 stars,"Fast and easy, thank you",2024-03-21T01:11:06.000Z
They have what I needed.,Rated 5 out of 5 stars,They have what I needed at a great price and no shipping charge!,2024-03-21T01:02:20.000Z
